fomula,homo,lumo,band gap,cosmoname,cosmodata
NaNaNaCsGeFFFClClI,-0.20795,-0.04561,0.16234,Dimethyl sulfoxide,46.7000
NaNaNaCsGeFFFFBrI,-0.20703,-0.0326,0.17443,Acetonitrile,37.5000
NaNaNaCsGeFFFFClBr,-0.20321,-0.03099,0.17222,Dimethyl sulfoxide,46.7000
NaNaNaCsGeFFFFFCl,-0.1898,-0.04935,0.14045,n-hexane,1.8900
NaNaNaCsGeFFFFFI,-0.21434,-0.03983,0.17451,Methylene chloride,9.0800
NaNaNaCsGeFFFFII,-0.20459,-0.05058,0.15401,Methanol,32.6300
NaNaNaCsPbClBrIIII,-0.20692,-0.07104,0.13588,Ethanol,24.3000
NaNaNaCsPbClClClBrBrBr,-0.21394,-0.06507,0.14887,Water,78.5400
NaNaNaCsPbClClClBrBrI,-0.21242,-0.06762,0.1448,Acetonitrile,37.5000
NaNaNaCsPbClClClClClBr,-0.21938,-0.06524,0.15414,Nitrobenzene,35.7000
NaNaNaCsPbClClClClClCl,-0.20571,-0.05243,0.15328,Benzene,2.2840
NaNaNaCsPbClClIIII,-0.20853,-0.07293,0.1356,Acetonitrile,37.5000
NaNaNaCsPbFBrBrBrBrBr,-0.21357,-0.06296,0.15061,Nitrobenzene,35.7000
NaNaNaCsPbFBrBrBrII,-0.2081,-0.06608,0.14202,Nitrobenzene,35.7000
NaNaNaCsPbFClBrBrBrI,-0.21079,-0.07991,0.13088,Pyridine,12.3000
NaNaNaCsPbFClBrIII,-0.21055,-0.08576,0.12479,Ethanol,24.3000
NaNaNaCsPbFClClBrII,-0.21399,-0.07244,0.14155,Methylene chloride,9.0800
NaNaNaCsPbFClClIII,-0.20682,-0.06548,0.14134,Dimethyl sulfoxide,46.7000
NaNaNaCsPbFClIIII,-0.20237,-0.06307,0.1393,Pyridine,12.3000
NaNaNaCsPbFFClClClCl,-0.22883,-0.08389,0.14494,Methylene chloride,9.0800
NaNaNaCsPbFFClIII,-0.20161,-0.07088,0.13073,n-hexadecane,2.0600
NaNaNaCsPbFFFClBrBr,-0.22253,-0.05798,0.16455,Pyridine,12.3000
NaNaNaCsPbFFFFFCl,-0.22959,-0.04908,0.18051,Water,78.5400
NaNaNaCsSnBrBrBrBrBrI,-0.18769,-0.05535,0.13234,Acetonitrile,37.5000
NaNaNaCsSnBrBrBrBrII,-0.18096,-0.05448,0.12648,Carbon tetrachloride,2.2380
NaNaNaCsSnBrBrBrIII,-0.19546,-0.07713,0.11833,Ethanol,24.3000
NaNaNaCsSnBrBrIIII,-0.19294,-0.08961,0.10333,Benzene,2.2840
NaNaNaCsSnClBrBrBrBrI,-0.18387,-0.04859,0.13528,Dimethyl sulfoxide,46.7000
NaNaNaCsSnClBrBrBrII,-0.18876,-0.05858,0.13018,Methanol,32.6300
NaNaNaCsSnClBrIIII,-0.18776,-0.06306,0.1247,Ethanol,24.3000
NaNaNaCsSnClClBrBrII,-0.20075,-0.09473,0.10602,n-hexane,1.8900
NaNaNaCsSnClClBrIII,-0.18902,-0.06082,0.1282,Dimethyl sulfoxide,46.7000
NaNaNaCsSnClClClClBrBr,-0.19469,-0.06887,0.12582,n-hexane,1.8900
NaNaNaCsSnClClClClClI,-0.19716,-0.0637,0.13346,Acetone,20.7000
NaNaNaCsSnClClClClII,-0.19639,-0.06842,0.12797,Benzene,2.2840
NaNaNaCsSnClIIIII,-0.18394,-0.0643,0.11964,n-hexadecane,2.0600
NaNaNaCsSnFBrBrBrBrBr,-0.19731,-0.05763,0.13968,Water,78.5400
NaNaNaCsSnFClBrBrII,-0.1898,-0.06153,0.12827,Acetonitrile,37.5000
NaNaNaCsSnFClClClBrI,-0.21943,-0.07801,0.14142,Nitrobenzene,35.7000
NaNaNaCsSnFClClClClI,-0.22003,-0.07686,0.14317,Ethanol,24.3000
NaNaNaCsSnFFBrBrBrBr,-0.19791,-0.07872,0.11919,n-hexane,1.8900
NaNaNaCsSnFFBrBrII,-0.20319,-0.05655,0.14664,Pyridine,12.3000
NaNaNaCsSnFFClClBrI,-0.20357,-0.06778,0.13579,Methylene chloride,9.0800
NaNaNaCsSnFFClClClI,-0.17808,-0.08736,0.09072,n-hexane,1.8900
NaNaNaCsSnFFClClII,-0.21091,-0.07147,0.13944,n-hexane,1.8900
NaNaNaCsSnFFFBrBrI,-0.21339,-0.05847,0.15492,Dimethyl sulfoxide,46.7000
NaNaNaCsSnFFFClClCl,-0.20061,-0.03726,0.16335,Pyridine,12.3000
NaNaNaCsSnFFFClII,-0.21211,-0.06209,0.15002,Carbon tetrachloride,2.2380
NaNaNaCsSnFFFFBrI,-0.19725,-0.04249,0.15476,Carbon tetrachloride,2.2380
NaNaNaCsSnFFFFClCl,-0.2201,-0.04396,0.17614,Dimethyl sulfoxide,46.7000
NaNaNaCsSnFFFFFI,-0.201,-0.04505,0.15595,Ethanol,24.3000
NaNaNaKGeBrBrBrBrBrBr,-0.19899,-0.05779,0.1412,Nitrobenzene,35.7000
NaNaNaKGeClBrIIII,-0.20498,-0.09009,0.11489,n-hexane,1.8900
NaNaNaKGeClClBrIII,-0.19576,-0.06453,0.13123,Acetone,20.7000
NaNaNaKGeClClClClClBr,-0.21003,-0.05828,0.15175,Dimethyl sulfoxide,46.7000
NaNaNaKGeClClClClClI,-0.20675,-0.05865,0.1481,Methanol,32.6300
NaNaNaKGeClIIIII,-0.1975,-0.06914,0.12836,Methanol,32.6300
NaNaNaKGeFBrIIII,-0.19503,-0.09084,0.10419,n-hexadecane,2.0600
NaNaNaKGeFClBrBrII,-0.19942,-0.06032,0.1391,Methanol,32.6300
NaNaNaKGeFClClBrBrBr,-0.2099,-0.05576,0.15414,Pyridine,12.3000
NaNaNaKGeFClClBrBrI,-0.19716,-0.06085,0.13631,Acetone,20.7000
NaNaNaKGeFClClClBrI,-0.21531,-0.06939,0.14592,Methylene chloride,9.0800
NaNaNaKGeFClClClClCl,-0.22893,-0.06563,0.1633,Ethanol,24.3000
NaNaNaKGeFFClBrBrBr,-0.22517,-0.07537,0.1498,Chlorofom,4.8060
NaNaNaKGeFFClBrBrI,-0.20905,-0.05238,0.15667,Methylene chloride,9.0800
NaNaNaKGeFFClBrII,-0.20495,-0.06335,0.1416,Methanol,32.6300
NaNaNaKGeFFClClBrBr,-0.1937,-0.07506,0.11864,n-hexadecane,2.0600
NaNaNaKGeFFClClBrI,-0.22008,-0.06578,0.1543,Chlorofom,4.8060
NaNaNaKGeFFClClClI,-0.2001,-0.05642,0.14368,n-hexane,1.8900
NaNaNaKGeFFClClII,-0.20083,-0.06364,0.13719,Carbon tetrachloride,2.2380
NaNaNaKGeFFFClClCl,-0.21959,-0.05853,0.16106,Acetone,20.7000
NaNaNaKGeFFFFClBr,-0.22877,-0.05067,0.1781,Chlorofom,4.8060
NaNaNaKGeFFFFClCl,-0.20775,-0.05178,0.15597,n-hexadecane,2.0600
NaNaNaKGeFFFFClI,-0.21785,-0.042,0.17585,Pyridine,12.3000
NaNaNaKGeIIIIII,-0.19356,-0.06933,0.12423,Carbon tetrachloride,2.2380
NaNaNaKPbBrBrBrBrII,-0.21065,-0.08602,0.12463,n-hexadecane,2.0600
NaNaNaKPbClBrBrBrBrI,-0.2174,-0.08526,0.13214,Methanol,32.6300
NaNaNaKPbClBrBrBrII,-0.21317,-0.10058,0.11259,Carbon tetrachloride,2.2380
NaNaNaKPbClClBrBrBrBr,-0.20775,-0.05873,0.14902,Diethyl ether,4.3350
NaNaNaKPbClClClBrBrI,-0.21522,-0.08717,0.12805,Methanol,32.6300
NaNaNaKPbClClClClBrBr,-0.22117,-0.07298,0.14819,Ethanol,24.3000
NaNaNaKPbClClIIII,-0.20794,-0.06942,0.13852,Nitrobenzene,35.7000
NaNaNaKPbClIIIII,-0.2073,-0.07257,0.13473,Pyridine,12.3000
NaNaNaKPbFBrBrBrII,-0.21152,-0.07741,0.13411,Methanol,32.6300
NaNaNaKPbFBrIIII,-0.19632,-0.06508,0.13124,n-hexadecane,2.0600
NaNaNaKPbFClBrBrBrI,-0.21169,-0.08984,0.12185,Pyridine,12.3000
NaNaNaKPbFClBrBrII,-0.21498,-0.08713,0.12785,Pyridine,12.3000
NaNaNaKPbFClBrIII,-0.2107,-0.07115,0.13955,Acetonitrile,37.5000
NaNaNaKPbFClClBrII,-0.21758,-0.08471,0.13287,Nitrobenzene,35.7000
NaNaNaKPbFClClClClBr,-0.21301,-0.0847,0.12831,n-hexane,1.8900
NaNaNaKPbFClClIII,-0.2118,-0.0742,0.1376,Acetonitrile,37.5000
NaNaNaKPbFFClBrII,-0.20871,-0.0675,0.14121,Dimethyl sulfoxide,46.7000
NaNaNaKPbFFClClBrBr,-0.21855,-0.06246,0.15609,Methanol,32.6300
NaNaNaKPbFFClClBrI,-0.21087,-0.0611,0.14977,Acetonitrile,37.5000
NaNaNaKPbFFClClClI,-0.20585,-0.09307,0.11278,Benzene,2.2840
NaNaNaKPbFFClClII,-0.20863,-0.06168,0.14695,Methanol,32.6300
NaNaNaKPbFFClIII,-0.2059,-0.06787,0.13803,Pyridine,12.3000
NaNaNaKPbFFFFBrBr,-0.22739,-0.06307,0.16432,Dimethyl sulfoxide,46.7000
NaNaNaKPbFFFFClBr,-0.22954,-0.05899,0.17055,Nitrobenzene,35.7000
NaNaNaKPbFFFFClI,-0.21779,-0.06027,0.15752,Water,78.5400
NaNaNaKPbFFFFFF,-0.23559,-0.05885,0.17674,Methylene chloride,9.0800
NaNaNaKPbIIIIII,-0.21078,-0.07734,0.13344,Dimethyl sulfoxide,46.7000
NaNaNaKSnBrBrBrIII,-0.20287,-0.10426,0.09861,n-hexane,1.8900
NaNaNaKSnClBrBrBrBrBr,-0.18796,-0.05146,0.1365,Pyridine,12.3000
NaNaNaKSnClBrBrIII,-0.20542,-0.08386,0.12156,Pyridine,12.3000
NaNaNaKSnClClBrBrBrBr,-0.18827,-0.048,0.14027,Water,78.5400
NaNaNaKSnClClClBrBrI,-0.18912,-0.05002,0.1391,Water,78.5400
NaNaNaKSnClClClClBrBr,-0.20797,-0.08684,0.12113,Benzene,2.2840
NaNaNaKSnClClClClBrI,-0.19456,-0.0796,0.11496,n-hexane,1.8900
NaNaNaKSnClClClClClBr,-0.20872,-0.07149,0.13723,Acetonitrile,37.5000
NaNaNaKSnClClClClII,-0.20546,-0.09163,0.11383,n-hexane,1.8900
NaNaNaKSnClClIIII,-0.19247,-0.07005,0.12242,Methylene chloride,9.0800
NaNaNaKSnFBrBrBrBrBr,-0.19845,-0.08178,0.11667,Benzene,2.2840
NaNaNaKSnFBrBrBrBrI,-0.20115,-0.09018,0.11097,Chlorofom,4.8060
NaNaNaKSnFBrIIII,-0.19887,-0.09727,0.1016,Carbon tetrachloride,2.2380
NaNaNaKSnFClClBrBrBr,-0.20178,-0.07008,0.1317,Water,78.5400
NaNaNaKSnFClClBrII,-0.20922,-0.06633,0.14289,Acetonitrile,37.5000
NaNaNaKSnFClClClClBr,-0.21258,-0.05513,0.15745,Diethyl ether,4.3350
NaNaNaKSnFFBrBrBrBr,-0.21056,-0.06814,0.14242,Acetone,20.7000
NaNaNaKSnFFBrBrII,-0.2048,-0.0588,0.146,Dimethyl sulfoxide,46.7000
NaNaNaKSnFFClClII,-0.20287,-0.06109,0.14178,n-hexadecane,2.0600
NaNaNaKSnFFFBrBrI,-0.2036,-0.06048,0.14312,Acetone,20.7000
NaNaNaKSnFFFBrII,-0.20076,-0.04971,0.15105,Methanol,32.6300
NaNaNaKSnFFFClBrBr,-0.2057,-0.04338,0.16232,Acetonitrile,37.5000
NaNaNaKSnFFFFClCl,-0.2202,-0.05936,0.16084,Acetone,20.7000
NaNaNaKSnFFFFFF,-0.19289,-0.024,0.16889,Nitrobenzene,35.7000
NaNaNaKSnFFIIII,-0.20377,-0.07959,0.12418,Pyridine,12.3000
NaNaNaKSnIIIIII,-0.19479,-0.0785,0.11629,Dimethyl sulfoxide,46.7000
NaNaNaNaGeBrBrBrBrBrI,-0.19923,-0.0579,0.14133,Methanol,32.6300
NaNaNaNaGeBrBrBrIII,-0.19843,-0.06472,0.13371,Acetone,20.7000
NaNaNaNaGeBrIIIII,-0.20153,-0.07286,0.12867,Acetonitrile,37.5000
NaNaNaNaGeClBrBrBrBrBr,-0.2,-0.05441,0.14559,Methanol,32.6300
NaNaNaNaGeClClClBrBrBr,-0.20659,-0.08387,0.12272,Carbon tetrachloride,2.2380
NaNaNaNaGeClClClClClBr,-0.20906,-0.06586,0.1432,Ethanol,24.3000
NaNaNaNaGeClClClClClI,-0.20746,-0.05639,0.15107,Nitrobenzene,35.7000
NaNaNaNaGeClClClClII,-0.19543,-0.05385,0.14158,Acetone,20.7000
NaNaNaNaGeFBrBrBrBrBr,-0.20966,-0.06866,0.141,Benzene,2.2840
NaNaNaNaGeFClBrBrBrI,-0.21475,-0.06743,0.14732,n-hexadecane,2.0600
NaNaNaNaGeFClBrIII,-0.19771,-0.06107,0.13664,Acetonitrile,37.5000
NaNaNaNaGeFClClBrBrBr,-0.23595,-0.06586,0.17009,Diethyl ether,4.3350
NaNaNaNaGeFClClClBrBr,-0.21498,-0.06706,0.14792,Pyridine,12.3000
NaNaNaNaGeFClClClII,-0.21046,-0.05649,0.15397,Methanol,32.6300
NaNaNaNaGeFClIIII,-0.19144,-0.07829,0.11315,n-hexadecane,2.0600
NaNaNaNaGeFFClClClBr,-0.21949,-0.06669,0.1528,Diethyl ether,4.3350
NaNaNaNaGeFFClClII,-0.2002,-0.06905,0.13115,Diethyl ether,4.3350
NaNaNaNaGeFFClIII,-0.20365,-0.06514,0.13851,Dimethyl sulfoxide,46.7000
NaNaNaNaGeFFFBrBrBr,-0.2155,-0.04616,0.16934,Chlorofom,4.8060
NaNaNaNaGeFFFClClBr,-0.21886,-0.05194,0.16692,Acetonitrile,37.5000
NaNaNaNaGeFFFFBrBr,-0.21678,-0.04496,0.17182,Dimethyl sulfoxide,46.7000
NaNaNaNaGeFFFFClBr,-0.20989,-0.05543,0.15446,n-hexadecane,2.0600
NaNaNaNaGeFFFFFBr,-0.1911,-0.0553,0.1358,n-hexane,1.8900
NaNaNaNaGeFFFFFCl,-0.22224,-0.05087,0.17137,Pyridine,12.3000
NaNaNaNaGeFFFFFI,-0.19607,-0.04181,0.15426,Benzene,2.2840
NaNaNaNaGeFFFIII,-0.20329,-0.06037,0.14292,Nitrobenzene,35.7000
NaNaNaNaGeFFIIII,-0.20834,-0.08884,0.1195,n-hexadecane,2.0600
NaNaNaNaGeFIIIII,-0.19845,-0.07527,0.12318,Acetone,20.7000
NaNaNaNaGeIIIIII,-0.19785,-0.06852,0.12933,Diethyl ether,4.3350
NaNaNaNaPbBrBrBrBrBrBr,-0.22442,-0.09454,0.12988,Pyridine,12.3000
NaNaNaNaPbBrBrBrBrII,-0.21053,-0.09798,0.11255,Diethyl ether,4.3350
NaNaNaNaPbBrBrIIII,-0.20974,-0.06987,0.13987,Nitrobenzene,35.7000
NaNaNaNaPbClBrBrBrII,-0.2151,-0.08063,0.13447,Dimethyl sulfoxide,46.7000
NaNaNaNaPbClBrBrIII,-0.20824,-0.06677,0.14147,Ethanol,24.3000
NaNaNaNaPbFBrBrBrII,-0.21898,-0.0912,0.12778,Acetonitrile,37.5000
NaNaNaNaPbFBrIIII,-0.20982,-0.07034,0.13948,Water,78.5400
NaNaNaNaPbFClClBrBrBr,-0.21903,-0.09485,0.12418,Carbon tetrachloride,2.2380
NaNaNaNaPbFClClClBrI,-0.217,-0.09605,0.12095,Carbon tetrachloride,2.2380
NaNaNaNaPbFClClClII,-0.21048,-0.06965,0.14083,Nitrobenzene,35.7000
NaNaNaNaPbFClClIII,-0.21186,-0.07403,0.13783,Ethanol,24.3000
NaNaNaNaPbFFBrBrII,-0.20608,-0.09578,0.1103,Carbon tetrachloride,2.2380
NaNaNaNaPbFFClBrBrBr,-0.22283,-0.07588,0.14695,Diethyl ether,4.3350
NaNaNaNaPbFFClClClBr,-0.22637,-0.07658,0.14979,Carbon tetrachloride,2.2380
NaNaNaNaPbFFClClClCl,-0.2296,-0.08387,0.14573,Diethyl ether,4.3350
NaNaNaNaPbFFClClII,-0.21168,-0.07593,0.13575,Acetonitrile,37.5000
NaNaNaNaPbFFFClII,-0.20821,-0.07725,0.13096,Chlorofom,4.8060
NaNaNaNaPbFFFFBrI,-0.21422,-0.068,0.14622,Acetone,20.7000
NaNaNaNaPbFFFFClI,-0.22347,-0.07212,0.15135,Pyridine,12.3000
NaNaNaNaPbFFFFFCl,-0.2318,-0.05377,0.17803,Diethyl ether,4.3350
NaNaNaNaPbFFFFFI,-0.19501,-0.05634,0.13867,Chlorofom,4.8060
NaNaNaNaPbFFFFII,-0.19612,-0.07637,0.11975,Benzene,2.2840
NaNaNaNaPbFIIIII,-0.21426,-0.09437,0.11989,Dimethyl sulfoxide,46.7000
NaNaNaNaSnBrBrBrIII,-0.1883,-0.06197,0.12633,Carbon tetrachloride,2.2380
NaNaNaNaSnClBrBrBrBrI,-0.19802,-0.07019,0.12783,Ethanol,24.3000
NaNaNaNaSnClBrBrBrII,-0.18855,-0.05755,0.131,Pyridine,12.3000
NaNaNaNaSnClClBrBrBrBr,-0.20268,-0.07615,0.12653,Carbon tetrachloride,2.2380
NaNaNaNaSnClClClBrBrI,-0.20473,-0.0813,0.12343,Methylene chloride,9.0800
NaNaNaNaSnClClClClBrBr,-0.20733,-0.08377,0.12356,n-hexadecane,2.0600
NaNaNaNaSnClClClClBrI,-0.21455,-0.0884,0.12615,Carbon tetrachloride,2.2380
NaNaNaNaSnClClClClClCl,-0.20859,-0.07566,0.13293,Chlorofom,4.8060
NaNaNaNaSnClClClClClI,-0.20583,-0.08212,0.12371,Water,78.5400
NaNaNaNaSnClClClIII,-0.19447,-0.07556,0.11891,n-hexane,1.8900
NaNaNaNaSnClClIIII,-0.19364,-0.06596,0.12768,Dimethyl sulfoxide,46.7000
NaNaNaNaSnClIIIII,-0.19111,-0.06561,0.1255,Nitrobenzene,35.7000
NaNaNaNaSnFBrIIII,-0.20096,-0.08944,0.11152,Benzene,2.2840
NaNaNaNaSnFClBrIII,-0.19749,-0.06836,0.12913,Acetonitrile,37.5000
NaNaNaNaSnFClClBrBrBr,-0.21082,-0.06722,0.1436,n-hexadecane,2.0600
NaNaNaNaSnFClClBrBrI,-0.2073,-0.06714,0.14016,Diethyl ether,4.3350
NaNaNaNaSnFClClClBrBr,-0.21149,-0.06883,0.14266,Water,78.5400
NaNaNaNaSnFFBrBrBrBr,-0.2043,-0.06547,0.13883,Dimethyl sulfoxide,46.7000
NaNaNaNaSnFFBrBrBrI,-0.21871,-0.07536,0.14335,Methanol,32.6300
NaNaNaNaSnFFClBrBrI,-0.22153,-0.0742,0.14733,Water,78.5400
NaNaNaNaSnFFFClClI,-0.20506,-0.06795,0.13711,Methylene chloride,9.0800
NaNaNaNaSnFFFFBrI,-0.20486,-0.05641,0.14845,Pyridine,12.3000
NaNaNaNaSnFFFFFCl,-0.19629,-0.02709,0.1692,Nitrobenzene,35.7000
NaNaNaNaSnFFFIII,-0.21176,-0.07602,0.13574,Ethanol,24.3000
NaNaNaNaSnFFIIII,-0.19539,-0.0682,0.12719,Nitrobenzene,35.7000
NaNaNaRbGeBrBrBrBrBrBr,-0.19174,-0.05394,0.1378,n-hexadecane,2.0600
NaNaNaRbGeBrBrBrBrII,-0.19737,-0.05855,0.13882,Nitrobenzene,35.7000
NaNaNaRbGeBrBrBrIII,-0.21444,-0.09204,0.1224,n-hexadecane,2.0600
NaNaNaRbGeBrBrIIII,-0.19369,-0.06545,0.12824,Chlorofom,4.8060
NaNaNaRbGeClBrBrBrBrI,-0.19485,-0.05288,0.14197,Methanol,32.6300
NaNaNaRbGeClBrIIII,-0.19458,-0.08284,0.11174,n-hexane,1.8900
NaNaNaRbGeClClBrBrBrBr,-0.20438,-0.06546,0.13892,Nitrobenzene,35.7000
NaNaNaRbGeClClBrBrII,-0.20262,-0.08913,0.11349,Carbon tetrachloride,2.2380
NaNaNaRbGeClClBrIII,-0.20803,-0.08223,0.1258,Chlorofom,4.8060
NaNaNaRbGeClClClBrBrBr,-0.19481,-0.04877,0.14604,Methylene chloride,9.0800
NaNaNaRbGeFBrBrBrBrBr,-0.20677,-0.05864,0.14813,Pyridine,12.3000
NaNaNaRbGeFBrBrIII,-0.21443,-0.09105,0.12338,Benzene,2.2840
NaNaNaRbGeFBrIIII,-0.19901,-0.06699,0.13202,Acetonitrile,37.5000
NaNaNaRbGeFClBrBrBrBr,-0.21935,-0.07226,0.14709,Carbon tetrachloride,2.2380
NaNaNaRbGeFClClClBrI,-0.2168,-0.05961,0.15719,Chlorofom,4.8060
NaNaNaRbGeFClClClClCl,-0.20671,-0.04216,0.16455,Acetone,20.7000
NaNaNaRbGeFClIIII,-0.18673,-0.06014,0.12659,Carbon tetrachloride,2.2380
NaNaNaRbGeFFBrBrII,-0.19089,-0.08681,0.10408,Carbon tetrachloride,2.2380
NaNaNaRbGeFFBrIII,-0.21387,-0.06766,0.14621,Acetone,20.7000
NaNaNaRbGeFFClClBrI,-0.21054,-0.05271,0.15783,Ethanol,24.3000
NaNaNaRbGeFFClClII,-0.19775,-0.06605,0.1317,Ethanol,24.3000
NaNaNaRbGeFFFBrBrBr,-0.21423,-0.04839,0.16584,Methanol,32.6300
NaNaNaRbGeFFFBrBrI,-0.21064,-0.06193,0.14871,Acetonitrile,37.5000
NaNaNaRbGeFFFClBrBr,-0.19593,-0.06876,0.12717,Carbon tetrachloride,2.2380
NaNaNaRbGeFFFFClI,-0.20538,-0.04947,0.15591,Methylene chloride,9.0800
NaNaNaRbGeFFFFFBr,-0.21691,-0.03082,0.18609,Acetone,20.7000
NaNaNaRbGeFFFFFF,-0.21754,-0.03608,0.18146,Chlorofom,4.8060
NaNaNaRbGeFFFIII,-0.1996,-0.05675,0.14285,Dimethyl sulfoxide,46.7000
NaNaNaRbGeFIIIII,-0.19763,-0.06382,0.13381,Methylene chloride,9.0800
NaNaNaRbPbBrBrBrBrII,-0.20252,-0.06657,0.13595,n-hexadecane,2.0600
NaNaNaRbPbBrBrIIII,-0.20899,-0.07334,0.13565,Methanol,32.6300
NaNaNaRbPbClBrBrBrBrBr,-0.20444,-0.06091,0.14353,n-hexadecane,2.0600
NaNaNaRbPbClClBrBrII,-0.21489,-0.09923,0.11566,Diethyl ether,4.3350
NaNaNaRbPbClClClBrBrBr,-0.2245,-0.08617,0.13833,Acetonitrile,37.5000
NaNaNaRbPbClClClBrBrI,-0.2178,-0.0995,0.1183,Chlorofom,4.8060
NaNaNaRbPbClClClClClI,-0.2183,-0.08672,0.13158,Acetonitrile,37.5000
NaNaNaRbPbClClClClII,-0.21054,-0.09554,0.115,n-hexadecane,2.0600
NaNaNaRbPbFClBrBrBrBr,-0.21582,-0.06521,0.15061,Acetonitrile,37.5000
NaNaNaRbPbFClBrBrII,-0.21342,-0.09453,0.11889,Diethyl ether,4.3350
NaNaNaRbPbFClBrIII,-0.21222,-0.08792,0.1243,Acetone,20.7000
NaNaNaRbPbFClClClBrBr,-0.22204,-0.07964,0.1424,Pyridine,12.3000
NaNaNaRbPbFClClClClI,-0.21476,-0.08826,0.1265,Chlorofom,4.8060
NaNaNaRbPbFFBrBrBrBr,-0.21488,-0.07321,0.14167,n-hexadecane,2.0600
NaNaNaRbPbFFClBrBrBr,-0.21436,-0.07746,0.1369,Carbon tetrachloride,2.2380
NaNaNaRbPbFFClBrII,-0.20362,-0.09304,0.11058,n-hexane,1.8900
NaNaNaRbPbFFClClBrBr,-0.22521,-0.06619,0.15902,Acetonitrile,37.5000
NaNaNaRbPbFFClClClBr,-0.22632,-0.07612,0.1502,n-hexadecane,2.0600
NaNaNaRbPbFFClClClCl,-0.22164,-0.06831,0.15333,n-hexane,1.8900
NaNaNaRbPbFFClIII,-0.20651,-0.06897,0.13754,Methylene chloride,9.0800
NaNaNaRbPbFFFClBrBr,-0.22632,-0.07619,0.15013,Acetone,20.7000
NaNaNaRbPbFFFClClBr,-0.23033,-0.07577,0.15456,Methylene chloride,9.0800
NaNaNaRbPbFFFClClI,-0.21363,-0.06724,0.14639,Dimethyl sulfoxide,46.7000
NaNaNaRbPbFFFFBrBr,-0.20144,-0.05638,0.14506,Carbon tetrachloride,2.2380
NaNaNaRbPbFFFFBrI,-0.20594,-0.05586,0.15008,Nitrobenzene,35.7000
NaNaNaRbPbFFFFClBr,-0.20559,-0.07904,0.12655,Carbon tetrachloride,2.2380
NaNaNaRbPbFFFFFI,-0.20693,-0.05865,0.14828,Diethyl ether,4.3350
NaNaNaRbPbFFFIII,-0.21176,-0.07389,0.13787,Pyridine,12.3000
NaNaNaRbSnBrBrBrBrBrBr,-0.18982,-0.05484,0.13498,Ethanol,24.3000
NaNaNaRbSnBrBrBrBrII,-0.19075,-0.06292,0.12783,Nitrobenzene,35.7000
NaNaNaRbSnClBrBrBrBrI,-0.1901,-0.05599,0.13411,Methanol,32.6300
NaNaNaRbSnClBrBrBrII,-0.18912,-0.05739,0.13173,Water,78.5400
NaNaNaRbSnClBrBrIII,-0.1903,-0.06207,0.12823,Ethanol,24.3000
NaNaNaRbSnClClBrBrBrBr,-0.18888,-0.04791,0.14097,Methanol,32.6300
NaNaNaRbSnClClClBrBrI,-0.18862,-0.05385,0.13477,Nitrobenzene,35.7000
NaNaNaRbSnClClClBrII,-0.19206,-0.08169,0.11037,n-hexane,1.8900
NaNaNaRbSnClClClClBrBr,-0.19116,-0.05008,0.14108,Methanol,32.6300
NaNaNaRbSnFBrBrBrBrI,-0.19665,-0.06438,0.13227,Acetonitrile,37.5000
NaNaNaRbSnFClBrBrBrI,-0.21374,-0.06367,0.15007,Benzene,2.2840
NaNaNaRbSnFClClClBrBr,-0.203,-0.07198,0.13102,Methylene chloride,9.0800
NaNaNaRbSnFClClClClBr,-0.21219,-0.06094,0.15125,n-hexadecane,2.0600
NaNaNaRbSnFClIIII,-0.18381,-0.05741,0.1264,Methylene chloride,9.0800
NaNaNaRbSnFFBrBrBrI,-0.19984,-0.05328,0.14656,Nitrobenzene,35.7000
NaNaNaRbSnFFClBrBrBr,-0.20911,-0.0777,0.13141,Methylene chloride,9.0800
NaNaNaRbSnFFClBrII,-0.19052,-0.05964,0.13088,n-hexane,1.8900
NaNaNaRbSnFFFClII,-0.20811,-0.0568,0.15131,Methanol,32.6300
NaNaNaRbSnFFFIII,-0.19345,-0.0767,0.11675,Diethyl ether,4.3350
NaNaNaRbSnFFIIII,-0.20223,-0.06603,0.1362,Dimethyl sulfoxide,46.7000
NaNaNaRbSnFIIIII,-0.19889,-0.09821,0.10068,Benzene,2.2840
NaNaRbCsGeBrBrBrBrBrI,-0.19384,-0.05913,0.13471,Acetone,20.7000
NaNaRbCsGeClClBrBrBrBr,-0.19241,-0.04862,0.14379,Pyridine,12.3000
NaNaRbCsGeClClBrBrBrI,-0.19722,-0.0835,0.11372,n-hexane,1.8900
NaNaRbCsGeClClClClBrI,-0.19497,-0.05969,0.13528,Benzene,2.2840
NaNaRbCsGeClClClClClBr,-0.18065,-0.03215,0.1485,Diethyl ether,4.3350
NaNaRbCsGeClClClClII,-0.1935,-0.05735,0.13615,Pyridine,12.3000
NaNaRbCsGeFBrIIII,-0.19258,-0.06129,0.13129,Ethanol,24.3000
NaNaRbCsGeFClBrBrBrBr,-0.2007,-0.05715,0.14355,Acetone,20.7000
NaNaRbCsGeFClBrBrII,-0.18701,-0.06515,0.12186,n-hexane,1.8900
NaNaRbCsGeFClClBrII,-0.20922,-0.0655,0.14372,Acetonitrile,37.5000
NaNaRbCsGeFClClClClCl,-0.19377,-0.04146,0.15231,Benzene,2.2840
NaNaRbCsGeFClClClII,-0.20824,-0.07043,0.13781,Nitrobenzene,35.7000
